1982-01-01 00:00 447 gas monthly mlnm3
1982-02-01 00:00 426 gas monthly mlnm3
1982-03-01 00:00 396 gas monthly mlnm3
1982-04-01 00:00 371 gas monthly mlnm3
1982-05-01 00:00 427 gas monthly mlnm3
1982-06-01 00:00 553 gas monthly mlnm3
1982-07-01 00:00 521 gas monthly mlnm3
1982-08-01 00:00 511 gas monthly mlnm3
1982-09-01 00:00 539 gas monthly mlnm3
1982-10-01 00:00 726 gas monthly mlnm3
1982-11-01 00:00 766 gas monthly mlnm3
1982-12-01 00:00 762 gas monthly mlnm3
1983-01-01 00:00 749 gas monthly mlnm3
1983-02-01 00:00 525 gas monthly mlnm3
1983-03-01 00:00 587 gas monthly mlnm3
1983-04-01 00:00 723 gas monthly mlnm3
1983-05-01 00:00 751 gas monthly mlnm3
1983-06-01 00:00 822 gas monthly mlnm3
1983-07-01 00:00 622 gas monthly mlnm3
1983-08-01 00:00 604 gas monthly mlnm3
1983-09-01 00:00 672 gas monthly mlnm3
1983-10-01 00:00 745 gas monthly mlnm3
1983-11-01 00:00 801 gas monthly mlnm3
1983-12-01 00:00 870 gas monthly mlnm3
1984-01-01 00:00 817 gas monthly mlnm3
1984-02-01 00:00 705 gas monthly mlnm3
1984-03-01 00:00 779 gas monthly mlnm3
1984-04-01 00:00 737 gas monthly mlnm3
1984-05-01 00:00 745 gas monthly mlnm3
1984-06-01 00:00 741 gas monthly mlnm3
1984-07-01 00:00 660 gas monthly mlnm3
1984-08-01 00:00 742 gas monthly mlnm3
1984-09-01 00:00 794 gas monthly mlnm3
1984-10-01 00:00 822 gas monthly mlnm3
1984-11-01 00:00 817 gas monthly mlnm3
1984-12-01 00:00 889 gas monthly mlnm3
1985-01-01 00:00 863 gas monthly mlnm3
1985-02-01 00:00 737 gas monthly mlnm3
1985-03-01 00:00 855 gas monthly mlnm3
1985-04-01 00:00 729 gas monthly mlnm3
1985-05-01 00:00 753 gas monthly mlnm3
1985-06-01 00:00 780 gas monthly mlnm3
1985-07-01 00:00 616 gas monthly mlnm3
1985-08-01 00:00 692 gas monthly mlnm3
1985-09-01 00:00 756 gas monthly mlnm3
1985-10-01 00:00 875 gas monthly mlnm3
1985-11-01 00:00 804 gas monthly mlnm3
1985-12-01 00:00 718 gas monthly mlnm3
1986-01-01 00:00 827 gas monthly mlnm3
1986-02-01 00:00 736 gas monthly mlnm3
1986-03-01 00:00 879 gas monthly mlnm3
1986-04-01 00:00 750 gas monthly mlnm3
1986-05-01 00:00 647 gas monthly mlnm3
1986-06-01 00:00 763 gas monthly mlnm3
1986-07-01 00:00 725 gas monthly mlnm3
1986-08-01 00:00 737 gas monthly mlnm3
1986-09-01 00:00 788 gas monthly mlnm3
1986-10-01 00:00 944 gas monthly mlnm3
1986-11-01 00:00 931 gas monthly mlnm3
1986-12-01 00:00 990 gas monthly mlnm3
1987-01-01 00:00 919 gas monthly mlnm3
1987-02-01 00:00 920 gas monthly mlnm3
1987-03-01 00:00 938 gas monthly mlnm3
1987-04-01 00:00 728 gas monthly mlnm3
1987-05-01 00:00 737 gas monthly mlnm3
1987-06-01 00:00 769 gas monthly mlnm3
1987-07-01 00:00 747 gas monthly mlnm3
1987-08-01 00:00 626 gas monthly mlnm3
1987-09-01 00:00 729 gas monthly mlnm3
1987-10-01 00:00 842 gas monthly mlnm3
1987-11-01 00:00 792 gas monthly mlnm3
1987-12-01 00:00 640 gas monthly mlnm3
1988-01-01 00:00 710 gas monthly mlnm3
1988-02-01 00:00 761 gas monthly mlnm3
1988-03-01 00:00 745 gas monthly mlnm3
1988-04-01 00:00 600 gas monthly mlnm3
1988-05-01 00:00 608 gas monthly mlnm3
1988-06-01 00:00 692 gas monthly mlnm3
1988-07-01 00:00 516 gas monthly mlnm3
1988-08-01 00:00 615 gas monthly mlnm3
1988-09-01 00:00 601 gas monthly mlnm3
1988-10-01 00:00 681 gas monthly mlnm3
1988-11-01 00:00 726 gas monthly mlnm3
1988-12-01 00:00 672 gas monthly mlnm3
1989-01-01 00:00 690 gas monthly mlnm3
1989-02-01 00:00 727 gas monthly mlnm3
1989-03-01 00:00 712 gas monthly mlnm3
1989-04-01 00:00 847 gas monthly mlnm3
1989-05-01 00:00 744 gas monthly mlnm3
1989-06-01 00:00 736 gas monthly mlnm3
1989-07-01 00:00 507 gas monthly mlnm3
1989-08-01 00:00 588 gas monthly mlnm3
1989-09-01 00:00 755 gas monthly mlnm3
1989-10-01 00:00 827 gas monthly mlnm3
1989-11-01 00:00 785 gas monthly mlnm3
1989-12-01 00:00 814 gas monthly mlnm3
1990-01-01 00:00 743 gas monthly mlnm3
1990-02-01 00:00 612 gas monthly mlnm3
1990-03-01 00:00 687 gas monthly mlnm3
1990-04-01 00:00 553 gas monthly mlnm3
1990-05-01 00:00 466 gas monthly mlnm3
1990-06-01 00:00 557 gas monthly mlnm3
1990-07-01 00:00 423 gas monthly mlnm3
1990-08-01 00:00 545 gas monthly mlnm3
1990-09-01 00:00 592 gas monthly mlnm3
1990-10-01 00:00 720 gas monthly mlnm3
1990-11-01 00:00 762 gas monthly mlnm3
1990-12-01 00:00 705 gas monthly mlnm3
1991-01-01 00:00 715 gas monthly mlnm3
1991-02-01 00:00 668 gas monthly mlnm3
1991-03-01 00:00 695 gas monthly mlnm3
1991-04-01 00:00 558 gas monthly mlnm3
1991-05-01 00:00 651 gas monthly mlnm3
1991-06-01 00:00 613 gas monthly mlnm3
1991-07-01 00:00 647 gas monthly mlnm3
1991-08-01 00:00 609 gas monthly mlnm3
1991-09-01 00:00 802 gas monthly mlnm3
1991-10-01 00:00 952 gas monthly mlnm3
1991-11-01 00:00 874 gas monthly mlnm3
1991-12-01 00:00 853 gas monthly mlnm3
1992-01-01 00:00 788 gas monthly mlnm3
1992-02-01 00:00 759 gas monthly mlnm3
1992-03-01 00:00 871 gas monthly mlnm3
1992-04-01 00:00 719 gas monthly mlnm3
1992-05-01 00:00 684 gas monthly mlnm3
1992-06-01 00:00 722 gas monthly mlnm3
1992-07-01 00:00 636 gas monthly mlnm3
1992-08-01 00:00 619 gas monthly mlnm3
1992-09-01 00:00 677 gas monthly mlnm3
1992-10-01 00:00 821 gas monthly mlnm3
1992-11-01 00:00 785 gas monthly mlnm3
1992-12-01 00:00 753 gas monthly mlnm3
1993-01-01 00:00 811 gas monthly mlnm3
1993-02-01 00:00 733 gas monthly mlnm3
1993-03-01 00:00 828 gas monthly mlnm3
1993-04-01 00:00 679 gas monthly mlnm3
1993-05-01 00:00 690 gas monthly mlnm3
1993-06-01 00:00 718 gas monthly mlnm3
1993-07-01 00:00 612 gas monthly mlnm3
1993-08-01 00:00 588 gas monthly mlnm3
1993-09-01 00:00 789 gas monthly mlnm3
1993-10-01 00:00 698 gas monthly mlnm3
1993-11-01 00:00 826 gas monthly mlnm3
1993-12-01 00:00 702 gas monthly mlnm3
1994-01-01 00:00 707 gas monthly mlnm3
1994-02-01 00:00 699 gas monthly mlnm3
1994-03-01 00:00 784 gas monthly mlnm3
1994-04-01 00:00 620 gas monthly mlnm3
1994-05-01 00:00 588 gas monthly mlnm3
1994-06-01 00:00 620 gas monthly mlnm3
1994-07-01 00:00 589 gas monthly mlnm3
1994-08-01 00:00 647 gas monthly mlnm3
1994-09-01 00:00 781 gas monthly mlnm3
1994-10-01 00:00 754 gas monthly mlnm3
1994-11-01 00:00 667 gas monthly mlnm3
1994-12-01 00:00 644 gas monthly mlnm3
1995-01-01 00:00 708 gas monthly mlnm3
1995-02-01 00:00 652 gas monthly mlnm3
1995-03-01 00:00 739 gas monthly mlnm3
1995-04-01 00:00 544 gas monthly mlnm3
1995-05-01 00:00 500 gas monthly mlnm3
1995-06-01 00:00 487 gas monthly mlnm3
1995-07-01 00:00 512 gas monthly mlnm3
1995-08-01 00:00 624 gas monthly mlnm3
1995-09-01 00:00 623 gas monthly mlnm3
1995-10-01 00:00 655 gas monthly mlnm3
1995-11-01 00:00 671 gas monthly mlnm3
1995-12-01 00:00 739 gas monthly mlnm3
1996-01-01 00:00 675 gas monthly mlnm3
1996-02-01 00:00 701 gas monthly mlnm3
1996-03-01 00:00 701 gas monthly mlnm3
1996-04-01 00:00 588 gas monthly mlnm3
1996-05-01 00:00 577 gas monthly mlnm3
1996-06-01 00:00 545 gas monthly mlnm3
1996-07-01 00:00 516 gas monthly mlnm3
1996-08-01 00:00 572 gas monthly mlnm3
1996-09-01 00:00 608 gas monthly mlnm3
1996-10-01 00:00 691 gas monthly mlnm3
1996-11-01 00:00 608 gas monthly mlnm3
1996-12-01 00:00 753 gas monthly mlnm3
1997-01-01 00:00 844 gas monthly mlnm3
1997-02-01 00:00 566 gas monthly mlnm3
1997-03-01 00:00 573 gas monthly mlnm3
1997-04-01 00:00 594 gas monthly mlnm3
1997-05-01 00:00 568 gas monthly mlnm3
1997-06-01 00:00 608 gas monthly mlnm3
1997-07-01 00:00 652 gas monthly mlnm3
1997-08-01 00:00 677 gas monthly mlnm3
1997-09-01 00:00 656 gas monthly mlnm3
1997-10-01 00:00 639 gas monthly mlnm3
1997-11-01 00:00 619 gas monthly mlnm3
1997-12-01 00:00 570 gas monthly mlnm3
1998-01-01 00:00 630 gas monthly mlnm3
1998-02-01 00:00 537 gas monthly mlnm3
1998-03-01 00:00 605 gas monthly mlnm3
1998-04-01 00:00 553 gas monthly mlnm3
1998-05-01 00:00 549 gas monthly mlnm3
1998-06-01 00:00 573 gas monthly mlnm3
1998-07-01 00:00 595 gas monthly mlnm3
1998-08-01 00:00 473 gas monthly mlnm3
1998-09-01 00:00 562 gas monthly mlnm3
1998-10-01 00:00 620 gas monthly mlnm3
1998-11-01 00:00 694 gas monthly mlnm3
1998-12-01 00:00 721 gas monthly mlnm3
1999-01-01 00:00 584 gas monthly mlnm3
1999-02-01 00:00 548 gas monthly mlnm3
1999-03-01 00:00 574 gas monthly mlnm3
1999-04-01 00:00 457 gas monthly mlnm3
1999-05-01 00:00 445 gas monthly mlnm3
1999-06-01 00:00 509 gas monthly mlnm3
1999-07-01 00:00 553 gas monthly mlnm3
1999-08-01 00:00 498 gas monthly mlnm3
1999-09-01 00:00 524 gas monthly mlnm3
1999-10-01 00:00 503 gas monthly mlnm3
1999-11-01 00:00 577 gas monthly mlnm3
1999-12-01 00:00 584 gas monthly mlnm3
2000-01-01 00:00 594 gas monthly mlnm3
2000-02-01 00:00 570 gas monthly mlnm3
2000-03-01 00:00 560 gas monthly mlnm3
2000-04-01 00:00 490 gas monthly mlnm3
2000-05-01 00:00 529 gas monthly mlnm3
2000-06-01 00:00 484 gas monthly mlnm3
2000-07-01 00:00 445 gas monthly mlnm3
2000-08-01 00:00 438 gas monthly mlnm3
2000-09-01 00:00 473 gas monthly mlnm3
2000-10-01 00:00 487 gas monthly mlnm3
2000-11-01 00:00 547 gas monthly mlnm3
2000-12-01 00:00 625 gas monthly mlnm3
2001-01-01 00:00 650 gas monthly mlnm3
2001-02-01 00:00 540 gas monthly mlnm3
2001-03-01 00:00 622 gas monthly mlnm3
2001-04-01 00:00 514 gas monthly mlnm3
2001-05-01 00:00 585 gas monthly mlnm3
2001-06-01 00:00 531 gas monthly mlnm3
2001-07-01 00:00 542 gas monthly mlnm3
2001-08-01 00:00 607 gas monthly mlnm3
2001-09-01 00:00 645 gas monthly mlnm3
2001-10-01 00:00 667 gas monthly mlnm3
2001-11-01 00:00 753 gas monthly mlnm3
2001-12-01 00:00 788 gas monthly mlnm3
2002-01-01 00:00 769 gas monthly mlnm3
2002-02-01 00:00 659 gas monthly mlnm3
2002-03-01 00:00 643 gas monthly mlnm3
2002-04-01 00:00 593 gas monthly mlnm3
2002-05-01 00:00 618 gas monthly mlnm3
2002-06-01 00:00 662 gas monthly mlnm3
2002-07-01 00:00 558 gas monthly mlnm3
2002-08-01 00:00 614 gas monthly mlnm3
2002-09-01 00:00 663 gas monthly mlnm3
2002-10-01 00:00 797 gas monthly mlnm3
2002-11-01 00:00 699 gas monthly mlnm3
2002-12-01 00:00 698 gas monthly mlnm3
2003-01-01 00:00 735 gas monthly mlnm3
2003-02-01 00:00 690 gas monthly mlnm3
2003-03-01 00:00 649 gas monthly mlnm3
2003-04-01 00:00 535 gas monthly mlnm3
2003-05-01 00:00 565 gas monthly mlnm3
2003-06-01 00:00 622 gas monthly mlnm3
2003-07-01 00:00 700 gas monthly mlnm3
2003-08-01 00:00 593 gas monthly mlnm3
2003-09-01 00:00 676 gas monthly mlnm3
2003-10-01 00:00 819 gas monthly mlnm3
2003-11-01 00:00 806 gas monthly mlnm3
2003-12-01 00:00 796 gas monthly mlnm3
2004-01-01 00:00 833 gas monthly mlnm3
2004-02-01 00:00 823 gas monthly mlnm3
2004-03-01 00:00 846 gas monthly mlnm3
2004-04-01 00:00 748 gas monthly mlnm3
2004-05-01 00:00 683 gas monthly mlnm3
2004-06-01 00:00 641 gas monthly mlnm3
2004-07-01 00:00 629 gas monthly mlnm3
2004-08-01 00:00 655 gas monthly mlnm3
2004-09-01 00:00 702 gas monthly mlnm3
2004-10-01 00:00 722 gas monthly mlnm3
2004-11-01 00:00 681 gas monthly mlnm3
2004-12-01 00:00 735 gas monthly mlnm3
2005-01-01 00:00 741 gas monthly mlnm3
2005-02-01 00:00 723 gas monthly mlnm3
2005-03-01 00:00 774 gas monthly mlnm3
2005-04-01 00:00 635 gas monthly mlnm3
2005-05-01 00:00 718 gas monthly mlnm3
2005-06-01 00:00 773 gas monthly mlnm3
2005-07-01 00:00 689 gas monthly mlnm3
2005-08-01 00:00 616 gas monthly mlnm3
2005-09-01 00:00 747 gas monthly mlnm3
2005-10-01 00:00 736 gas monthly mlnm3
2005-11-01 00:00 821 gas monthly mlnm3
2005-12-01 00:00 864 gas monthly mlnm3
2006-01-01 00:00 803 gas monthly mlnm3
2006-02-01 00:00 775 gas monthly mlnm3
2006-03-01 00:00 759 gas monthly mlnm3
2006-04-01 00:00 570 gas monthly mlnm3
2006-05-01 00:00 536 gas monthly mlnm3
2006-06-01 00:00 559 gas monthly mlnm3
2006-07-01 00:00 702 gas monthly mlnm3
2006-08-01 00:00 645 gas monthly mlnm3
2006-09-01 00:00 680 gas monthly mlnm3
2006-10-01 00:00 726 gas monthly mlnm3
2006-11-01 00:00 816 gas monthly mlnm3
2006-12-01 00:00 749 gas monthly mlnm3
2007-01-01 00:00 817 gas monthly mlnm3
2007-02-01 00:00 791 gas monthly mlnm3
2007-03-01 00:00 745 gas monthly mlnm3
2007-04-01 00:00 739 gas monthly mlnm3
2007-05-01 00:00 633 gas monthly mlnm3
2007-06-01 00:00 639 gas monthly mlnm3
2007-07-01 00:00 577 gas monthly mlnm3
2007-08-01 00:00 632 gas monthly mlnm3
2007-09-01 00:00 648 gas monthly mlnm3
2007-10-01 00:00 826 gas monthly mlnm3
2007-11-01 00:00 915 gas monthly mlnm3
2007-12-01 00:00 973 gas monthly mlnm3
2008-01-01 00:00 825 gas monthly mlnm3
2008-02-01 00:00 768 gas monthly mlnm3
2008-03-01 00:00 726 gas monthly mlnm3
2008-04-01 00:00 719 gas monthly mlnm3
2008-05-01 00:00 617 gas monthly mlnm3
2008-06-01 00:00 655 gas monthly mlnm3
2008-07-01 00:00 647 gas monthly mlnm3
2008-08-01 00:00 607 gas monthly mlnm3
2008-09-01 00:00 744 gas monthly mlnm3
2008-10-01 00:00 847 gas monthly mlnm3
2008-11-01 00:00 760 gas monthly mlnm3
2008-12-01 00:00 703 gas monthly mlnm3
2009-01-01 00:00 753 gas monthly mlnm3
2009-02-01 00:00 699 gas monthly mlnm3
2009-03-01 00:00 688 gas monthly mlnm3
2009-04-01 00:00 580 gas monthly mlnm3
2009-05-01 00:00 518 gas monthly mlnm3
2009-06-01 00:00 674 gas monthly mlnm3
2009-07-01 00:00 825 gas monthly mlnm3
2009-08-01 00:00 761 gas monthly mlnm3
2009-09-01 00:00 868 gas monthly mlnm3
2009-10-01 00:00 1077 gas monthly mlnm3
2009-11-01 00:00 912 gas monthly mlnm3
2009-12-01 00:00 1016 gas monthly mlnm3
2010-01-01 00:00 1066 gas monthly mlnm3
2010-02-01 00:00 941 gas monthly mlnm3
2010-03-01 00:00 965 gas monthly mlnm3
2010-04-01 00:00 841 gas monthly mlnm3
2010-05-01 00:00 742 gas monthly mlnm3
2010-06-01 00:00 673 gas monthly mlnm3
2010-07-01 00:00 698 gas monthly mlnm3
2010-08-01 00:00 668 gas monthly mlnm3
2010-09-01 00:00 729 gas monthly mlnm3
2010-10-01 00:00 983 gas monthly mlnm3
2010-11-01 00:00 944 gas monthly mlnm3
2010-12-01 00:00 994 gas monthly mlnm3
2011-01-01 00:00 804 gas monthly mlnm3
2011-02-01 00:00 728 gas monthly mlnm3
2011-03-01 00:00 740 gas monthly mlnm3
2011-04-01 00:00 712 gas monthly mlnm3
2011-05-01 00:00 745 gas monthly mlnm3
2011-06-01 00:00 576 gas monthly mlnm3
2011-07-01 00:00 595 gas monthly mlnm3
2011-08-01 00:00 646 gas monthly mlnm3
2011-09-01 00:00 649 gas monthly mlnm3
2011-10-01 00:00 748 gas monthly mlnm3
2011-11-01 00:00 891 gas monthly mlnm3
2011-12-01 00:00 962 gas monthly mlnm3
2012-01-01 00:00 758 gas monthly mlnm3
2012-02-01 00:00 833 gas monthly mlnm3
2012-03-01 00:00 513 gas monthly mlnm3
2012-04-01 00:00 560 gas monthly mlnm3
2012-05-01 00:00 493 gas monthly mlnm3
2012-06-01 00:00 481 gas monthly mlnm3
2012-07-01 00:00 375 gas monthly mlnm3
2012-08-01 00:00 473 gas monthly mlnm3
2012-09-01 00:00 422 gas monthly mlnm3
2012-10-01 00:00 549 gas monthly mlnm3
2012-11-01 00:00 666 gas monthly mlnm3
2012-12-01 00:00 638 gas monthly mlnm3
2013-01-01 00:00 766 gas monthly mlnm3
2013-02-01 00:00 704 gas monthly mlnm3
2013-03-01 00:00 669 gas monthly mlnm3
2013-04-01 00:00 497 gas monthly mlnm3
2013-05-01 00:00 504 gas monthly mlnm3
2013-06-01 00:00 492 gas monthly mlnm3
2013-07-01 00:00 416 gas monthly mlnm3
2013-08-01 00:00 396 gas monthly mlnm3
2013-09-01 00:00 489 gas monthly mlnm3
2013-10-01 00:00 516 gas monthly mlnm3
2013-11-01 00:00 693 gas monthly mlnm3
2013-12-01 00:00 701 gas monthly mlnm3
2014-01-01 00:00 500 gas monthly mlnm3
2014-02-01 00:00 418 gas monthly mlnm3
2014-03-01 00:00 390 gas monthly mlnm3
2014-04-01 00:00 496 gas monthly mlnm3
2014-05-01 00:00 499 gas monthly mlnm3
2014-06-01 00:00 579 gas monthly mlnm3
2014-07-01 00:00 501 gas monthly mlnm3
2014-08-01 00:00 512 gas monthly mlnm3
2014-09-01 00:00 623 gas monthly mlnm3
2014-10-01 00:00 606 gas monthly mlnm3
2014-11-01 00:00 556 gas monthly mlnm3
2014-12-01 00:00 583 gas monthly mlnm3
2015-01-01 00:00 524 gas monthly mlnm3
2015-02-01 00:00 607 gas monthly mlnm3
2015-03-01 00:00 456 gas monthly mlnm3
2015-04-01 00:00 324 gas monthly mlnm3
2015-05-01 00:00 249 gas monthly mlnm3
2015-06-01 00:00 284 gas monthly mlnm3
2015-07-01 00:00 403 gas monthly mlnm3
2015-08-01 00:00 375 gas monthly mlnm3
2015-09-01 00:00 416 gas monthly mlnm3
2015-10-01 00:00 667 gas monthly mlnm3
2015-11-01 00:00 656 gas monthly mlnm3
2015-12-01 00:00 566 gas monthly mlnm3
2016-01-01 00:00 664 gas monthly mlnm3
2016-02-01 00:00 592 gas monthly mlnm3
2016-03-01 00:00 569 gas monthly mlnm3
2016-04-01 00:00 436 gas monthly mlnm3
2016-05-01 00:00 368 gas monthly mlnm3
2016-06-01 00:00 475 gas monthly mlnm3
2016-07-01 00:00 520 gas monthly mlnm3
2016-08-01 00:00 576 gas monthly mlnm3
2016-09-01 00:00 659 gas monthly mlnm3
2016-10-01 00:00 697 gas monthly mlnm3
2016-11-01 00:00 785 gas monthly mlnm3
2016-12-01 00:00 794 gas monthly mlnm3
2017-01-01 00:00 890 gas monthly mlnm3
2017-02-01 00:00 631 gas monthly mlnm3
2017-03-01 00:00 635 gas monthly mlnm3
2017-04-01 00:00 631 gas monthly mlnm3
2017-05-01 00:00 590 gas monthly mlnm3
2017-06-01 00:00 563 gas monthly mlnm3
2017-07-01 00:00 760 gas monthly mlnm3
2017-08-01 00:00 509 gas monthly mlnm3
2017-09-01 00:00 656 gas monthly mlnm3
2017-10-01 00:00 709 gas monthly mlnm3
2017-11-01 00:00 860 gas monthly mlnm3
2017-12-01 00:00 864 gas monthly mlnm3
2018-01-01 00:00 679 gas monthly mlnm3
2018-02-01 00:00 700 gas monthly mlnm3
2018-03-01 00:00 629 gas monthly mlnm3
2018-04-01 00:00 414 gas monthly mlnm3
2018-05-01 00:00 443 gas monthly mlnm3
2018-06-01 00:00 614 gas monthly mlnm3
2018-07-01 00:00 751 gas monthly mlnm3
2018-08-01 00:00 783 gas monthly mlnm3
2018-09-01 00:00 625 gas monthly mlnm3
2018-10-01 00:00 666 gas monthly mlnm3
2018-11-01 00:00 867 gas monthly mlnm3
2018-12-01 00:00 805 gas monthly mlnm3
2019-01-01 00:00 939 gas monthly mlnm3
2019-02-01 00:00 835 gas monthly mlnm3
2019-03-01 00:00 808 gas monthly mlnm3
